1667.8907	106
1667.6248	117
1667.3590	124
1667.0932	117
1666.8273	103
1666.5615	88
1666.2956	92
1666.0298	97
1665.7640	103
1665.4981	86
1665.2323	95
1664.9664	101
1664.7006	95
1664.4348	97
1664.1689	91
1663.9031	102
1663.6372	124
1663.3714	118
1662.0422	124
1660.7130	106
1659.3838	122
1658.0546	102
1656.7254	115
-1.0	105
-1.0	101
-1.0	105
-1.0	111
-1.0	116
-1.0	125
-1.0	113
-1.0	118
-1.0	107
-1.0	111
1667.8907	114
1667.6248	123
1667.3590	110
1667.0932	120
1666.8273	135
1666.5615	91
1666.2956	75
1666.0298	91
1665.7640	95
1665.4981	101
1665.2323	76
1664.9664	88
1664.7006	93
1664.4348	96
1664.1689	101
1663.9031	96
1663.6372	87
1663.3714	100
1662.0422	113
1660.7130	137
1659.3838	115
1658.0546	110
1656.7254	92
-1.0	98
-1.0	95
-1.0	110
-1.0	131
-1.0	115
-1.0	116
-1.0	92
-1.0	111
-1.0	117
-1.0	99
1667.8907	118
1667.6248	121
1667.3590	124
1667.0932	120
1666.8273	115
1666.5615	93
1666.2956	81
1666.0298	91
1665.7640	95
1665.4981	85
1665.2323	94
1664.9664	85
1664.7006	97
1664.4348	98
1664.1689	98
1663.9031	104
1663.6372	104
1663.3714	106
1662.0422	92
1660.7130	110
1659.3838	118
1658.0546	125
1656.7254	91
-1.0	114
-1.0	112
-1.0	114
-1.0	92
-1.0	101
-1.0	122
-1.0	113
-1.0	106
-1.0	103
-1.0	114
1667.8907	124
1667.6248	115
1667.3590	109
1667.0932	93
1666.8273	105
1666.5615	94
1666.2956	95
1666.0298	81
1665.7640	85
1665.4981	98
1665.2323	90
1664.9664	97
1664.7006	77
1664.4348	113
1664.1689	98
1663.9031	101
1663.6372	111
1663.3714	120
1662.0422	99
1660.7130	98
1659.3838	106
1658.0546	107
1656.7254	96
-1.0	120
-1.0	140
-1.0	114
-1.0	116
-1.0	113
-1.0	127
-1.0	105
-1.0	138
-1.0	120
-1.0	132
1667.8907	116
1667.6248	115
1667.3590	108
1667.0932	115
1666.8273	121
1666.5615	112
1666.2956	84
1666.0298	164
1665.7640	82
1665.4981	97
1665.2323	100
1664.9664	97
1664.7006	104
1664.4348	93
1664.1689	104
1663.9031	107
1663.6372	96
1663.3714	122
1662.0422	110
1660.7130	113
1659.3838	111
1658.0546	130
1656.7254	106
-1.0	126
-1.0	101
-1.0	107
-1.0	127
-1.0	131
-1.0	121
-1.0	109
-1.0	86
-1.0	103
-1.0	96
1667.8907	130
1667.6248	118
1667.3590	109
1667.0932	89
1666.8273	133
1666.5615	74
1666.2956	92
1666.0298	80
1665.7640	86
1665.4981	91
1665.2323	99
1664.9664	92
1664.7006	78
1664.4348	111
1664.1689	117
1663.9031	117
1663.6372	122
1663.3714	117
1662.0422	96
1660.7130	124
1659.3838	118
1658.0546	105
1656.7254	119
-1.0	107
-1.0	137
-1.0	100
-1.0	120
-1.0	119
-1.0	116
-1.0	126
-1.0	114
-1.0	103
-1.0	116
1667.8907	107
1667.6248	119
1667.3590	119
1667.0932	129
1666.8273	104
1666.5615	118
1666.2956	84
1666.0298	102
1665.7640	90
1665.4981	84
1665.2323	93
1664.9664	97
1664.7006	102
1664.4348	105
1664.1689	100
1663.9031	113
1663.6372	91
1663.3714	118
1662.0422	104
1660.7130	112
1659.3838	98
1658.0546	117
1656.7254	126
-1.0	124
-1.0	117
-1.0	115
-1.0	100
-1.0	105
-1.0	114
-1.0	102
-1.0	93
-1.0	130
-1.0	114
1667.8907	127
1667.6248	136
1667.3590	113
1667.0932	111
1666.8273	100
1666.5615	102
1666.2956	106
1666.0298	90
1665.7640	77
1665.4981	70
1665.2323	98
1664.9664	94
1664.7006	107
1664.4348	89
1664.1689	106
1663.9031	102
1663.6372	108
1663.3714	108
1662.0422	106
1660.7130	113
1659.3838	119
1658.0546	106
1656.7254	88
-1.0	122
-1.0	118
-1.0	135
-1.0	129
-1.0	106
-1.0	106
-1.0	130
-1.0	108
-1.0	123
-1.0	108
1667.8907	110
1667.6248	128
1667.3590	116
1667.0932	105
1666.8273	113
1666.5615	96
1666.2956	88
1666.0298	71
1665.7640	79
1665.4981	65
1665.2323	110
1664.9664	94
1664.7006	100
1664.4348	105
1664.1689	82
1663.9031	108
1663.6372	88
1663.3714	81
1662.0422	106
1660.7130	104
1659.3838	103
1658.0546	121
1656.7254	125
-1.0	122
-1.0	122
-1.0	110
-1.0	100
-1.0	101
-1.0	113
-1.0	124
-1.0	94
-1.0	112
-1.0	112
1667.8907	121
1667.6248	115
1667.3590	103
1667.0932	119
1666.8273	118
1666.5615	87
1666.2956	109
1666.0298	94
1665.7640	74
1665.4981	72
1665.2323	105
1664.9664	100
1664.7006	86
1664.4348	81
1664.1689	96
1663.9031	108
1663.6372	106
1663.3714	93
1662.0422	118
1660.7130	134
1659.3838	103
1658.0546	112
1656.7254	114
-1.0	116
-1.0	121
-1.0	122
-1.0	121
-1.0	130
-1.0	132
-1.0	125
-1.0	112
-1.0	131
-1.0	110
1667.8907	117
1667.6248	105
1667.3590	142
1667.0932	126
1666.8273	122
1666.5615	84
1666.2956	97
1666.0298	77
1665.7640	73
1665.4981	77
1665.2323	87
1664.9664	101
1664.7006	88
1664.4348	89
1664.1689	73
1663.9031	97
1663.6372	125
1663.3714	95
1662.0422	120
1660.7130	90
1659.3838	98
1658.0546	135
1656.7254	127
-1.0	127
-1.0	107
-1.0	118
-1.0	121
-1.0	113
-1.0	128
-1.0	111
-1.0	120
-1.0	107
-1.0	115
1667.8907	104
1667.6248	109
1667.3590	96
1667.0932	116
1666.8273	126
1666.5615	101
1666.2956	93
1666.0298	93
1665.7640	94
1665.4981	84
1665.2323	92
1664.9664	90
1664.7006	125
1664.4348	103
1664.1689	107
1663.9031	90
1663.6372	100
1663.3714	122
1662.0422	125
1660.7130	120
1659.3838	96
1658.0546	120
1656.7254	111
-1.0	109
-1.0	129
-1.0	113
-1.0	108
-1.0	115
-1.0	106
-1.0	119
-1.0	102
-1.0	117
-1.0	131
1667.8907	117
1667.6248	73
1667.3590	108
1667.0932	117
1666.8273	113
1666.5615	108
1666.2956	94
1666.0298	81
1665.7640	92
1665.4981	85
1665.2323	77
1664.9664	96
1664.7006	97
1664.4348	96
1664.1689	93
1663.9031	92
1663.6372	91
1663.3714	104
1662.0422	106
1660.7130	98
1659.3838	92
1658.0546	125
1656.7254	95
-1.0	121
-1.0	117
-1.0	136
-1.0	119
-1.0	106
-1.0	135
-1.0	118
-1.0	129
-1.0	113
-1.0	97
1667.8907	121
1667.6248	123
1667.3590	117
1667.0932	117
1666.8273	102
1666.5615	99
1666.2956	83
1666.0298	102
1665.7640	91
1665.4981	85
1665.2323	99
1664.9664	79
1664.7006	93
1664.4348	88
1664.1689	108
1663.9031	106
1663.6372	93
1663.3714	113
1662.0422	118
1660.7130	101
1659.3838	121
1658.0546	132
1656.7254	118
-1.0	110
-1.0	98
-1.0	106
-1.0	104
-1.0	106
-1.0	103
-1.0	105
-1.0	112
-1.0	91
-1.0	118
1667.8907	103
1667.6248	124
1667.3590	115
1667.0932	147
1666.8273	131
1666.5615	106
1666.2956	87
1666.0298	98
1665.7640	97
1665.4981	97
1665.2323	86
1664.9664	69
1664.7006	96
1664.4348	100
1664.1689	91
1663.9031	92
1663.6372	131
1663.3714	118
1662.0422	103
1660.7130	122
1659.3838	108
1658.0546	128
1656.7254	90
-1.0	141
-1.0	113
-1.0	96
-1.0	103
-1.0	103
-1.0	138
-1.0	120
-1.0	104
-1.0	115
-1.0	133
1667.8907	129
1667.6248	115
1667.3590	109
1667.0932	97
1666.8273	140
1666.5615	97
1666.2956	100
1666.0298	77
1665.7640	94
1665.4981	95
1665.2323	110
1664.9664	107
1664.7006	95
1664.4348	91
1664.1689	89
1663.9031	75
1663.6372	116
1663.3714	112
1662.0422	104
1660.7130	97
1659.3838	103
1658.0546	137
1656.7254	131
-1.0	112
-1.0	119
-1.0	112
-1.0	111
-1.0	122
-1.0	112
-1.0	93
-1.0	101
-1.0	102
-1.0	110
1667.8907	117
1667.6248	130
1667.3590	120
1667.0932	93
1666.8273	101
1666.5615	124
1666.2956	98
1666.0298	84
1665.7640	81
1665.4981	71
1665.2323	82
1664.9664	104
1664.7006	92
1664.4348	117
1664.1689	100
1663.9031	123
1663.6372	113
1663.3714	106
1662.0422	121
1660.7130	122
1659.3838	107
1658.0546	130
1656.7254	112
-1.0	133
-1.0	99
-1.0	116
-1.0	157
-1.0	109
-1.0	122
-1.0	115
-1.0	115
-1.0	106
-1.0	102
1667.8907	105
1667.6248	124
1667.3590	122
1667.0932	111
1666.8273	101
1666.5615	91
1666.2956	76
1666.0298	90
1665.7640	106
1665.4981	80
1665.2323	93
1664.9664	104
1664.7006	77
1664.4348	97
1664.1689	83
1663.9031	92
1663.6372	113
1663.3714	119
1662.0422	111
1660.7130	127
1659.3838	111
1658.0546	97
1656.7254	134
-1.0	120
-1.0	117
-1.0	111
-1.0	109
-1.0	96
-1.0	113
-1.0	114
