1667.8907	124
1667.6248	108
1667.3590	111
1667.0932	104
1666.8273	95
1666.5615	75
1666.2956	70
1666.0298	98
1665.7640	91
1665.4981	92
1665.2323	104
1664.9664	113
1664.7006	97
1664.4348	109
1664.1689	105
1663.9031	118
1663.6372	105
1663.3714	107
1662.0422	113
1660.7130	117
1659.3838	114
1658.0546	119
1656.7254	121
-1.0	97
-1.0	124
-1.0	141
-1.0	123
-1.0	121
-1.0	118
-1.0	107
-1.0	95
-1.0	101
-1.0	126
1667.8907	119
1667.6248	110
1667.3590	109
1667.0932	130
1666.8273	112
1666.5615	91
1666.2956	90
1666.0298	99
1665.7640	81
1665.4981	80
1665.2323	83
1664.9664	83
1664.7006	92
1664.4348	89
1664.1689	95
1663.9031	113
1663.6372	100
1663.3714	87
1662.0422	146
1660.7130	121
1659.3838	107
1658.0546	122
1656.7254	112
-1.0	125
-1.0	114
-1.0	113
-1.0	130
-1.0	114
-1.0	115
-1.0	117
-1.0	113
-1.0	113
-1.0	114
1667.8907	129
1667.6248	120
1667.3590	114
1667.0932	112
1666.8273	109
1666.5615	91
1666.2956	91
1666.0298	93
1665.7640	78
1665.4981	77
1665.2323	90
1664.9664	82
1664.7006	68
1664.4348	101
1664.1689	103
1663.9031	93
1663.6372	130
1663.3714	127
1662.0422	137
1660.7130	119
1659.3838	123
1658.0546	111
1656.7254	130
-1.0	121
-1.0	126
-1.0	177
-1.0	137
-1.0	133
-1.0	113
-1.0	108
-1.0	124
-1.0	105
-1.0	127
1667.8907	103
1667.6248	119
1667.3590	133
1667.0932	115
1666.8273	114
1666.5615	98
1666.2956	110
1666.0298	91
1665.7640	93
1665.4981	100
1665.2323	100
1664.9664	103
1664.7006	86
1664.4348	87
1664.1689	107
1663.9031	104
1663.6372	101
1663.3714	118
1662.0422	120
1660.7130	131
1659.3838	128
1658.0546	115
1656.7254	110
-1.0	115
-1.0	124
-1.0	107
-1.0	125
-1.0	128
-1.0	112
-1.0	112
-1.0	132
-1.0	116
-1.0	135
1667.8907	125
1667.6248	120
1667.3590	107
1667.0932	119
1666.8273	115
1666.5615	93
1666.2956	97
1666.0298	102
1665.7640	95
1665.4981	97
1665.2323	71
1664.9664	100
1664.7006	86
1664.4348	88
1664.1689	97
1663.9031	110
1663.6372	129
1663.3714	83
1662.0422	94
1660.7130	124
1659.3838	141
1658.0546	126
1656.7254	108
-1.0	115
-1.0	113
-1.0	118
-1.0	127
-1.0	115
-1.0	117
-1.0	112
-1.0	102
-1.0	108
-1.0	129
1667.8907	81
1667.6248	107
1667.3590	99
1667.0932	128
1666.8273	104
1666.5615	106
1666.2956	110
1666.0298	85
1665.7640	79
1665.4981	95
1665.2323	90
1664.9664	106
1664.7006	83
1664.4348	71
1664.1689	104
1663.9031	103
1663.6372	104
1663.3714	110
1662.0422	108
1660.7130	106
1659.3838	114
1658.0546	105
1656.7254	112
-1.0	131
-1.0	124
-1.0	136
-1.0	128
-1.0	113
-1.0	134
-1.0	107
-1.0	105
-1.0	96
-1.0	110
1667.8907	119
1667.6248	136
1667.3590	124
1667.0932	133
1666.8273	121
1666.5615	110
1666.2956	99
1666.0298	96
1665.7640	93
1665.4981	102
1665.2323	79
1664.9664	89
1664.7006	93
1664.4348	93
1664.1689	109
1663.9031	107
1663.6372	138
1663.3714	114
1662.0422	108
1660.7130	123
1659.3838	97
1658.0546	158
1656.7254	140
-1.0	131
-1.0	98
-1.0	125
-1.0	124
-1.0	128
-1.0	106
-1.0	115
-1.0	134
-1.0	119
-1.0	103
1667.8907	120
1667.6248	114
1667.3590	126
1667.0932	107
1666.8273	108
1666.5615	97
1666.2956	103
1666.0298	147
1665.7640	107
1665.4981	94
1665.2323	94
1664.9664	84
1664.7006	112
1664.4348	100
1664.1689	77
1663.9031	97
1663.6372	117
1663.3714	99
1662.0422	96
1660.7130	109
1659.3838	95
1658.0546	114
1656.7254	130
-1.0	121
-1.0	105
-1.0	129
-1.0	119
-1.0	126
-1.0	115
-1.0	148
-1.0	113
-1.0	126
-1.0	116
1667.8907	110
1667.6248	120
1667.3590	113
1667.0932	123
1666.8273	121
1666.5615	108
1666.2956	99
1666.0298	94
1665.7640	89
1665.4981	96
1665.2323	102
1664.9664	83
1664.7006	90
1664.4348	79
1664.1689	98
1663.9031	106
1663.6372	100
1663.3714	96
1662.0422	105
1660.7130	123
1659.3838	137
1658.0546	102
1656.7254	121
-1.0	111
-1.0	110
-1.0	109
-1.0	110
-1.0	119
-1.0	117
-1.0	107
-1.0	131
-1.0	108
-1.0	114
1667.8907	94
1667.6248	111
1667.3590	127
1667.0932	117
1666.8273	105
1666.5615	119
1666.2956	97
1666.0298	95
1665.7640	94
1665.4981	112
1665.2323	95
1664.9664	106
1664.7006	99
1664.4348	99
1664.1689	94
1663.9031	97
1663.6372	106
1663.3714	108
1662.0422	103
1660.7130	171
1659.3838	140
1658.0546	102
1656.7254	117
-1.0	117
-1.0	107
-1.0	117
-1.0	99
-1.0	90
-1.0	119
-1.0	112
-1.0	106
-1.0	122
-1.0	106
1667.8907	136
1667.6248	105
1667.3590	128
1667.0932	161
1666.8273	112
1666.5615	97
1666.2956	107
1666.0298	92
1665.7640	75
1665.4981	108
1665.2323	104
1664.9664	85
1664.7006	100
1664.4348	116
1664.1689	93
1663.9031	122
1663.6372	111
1663.3714	109
1662.0422	135
1660.7130	119
1659.3838	129
1658.0546	130
1656.7254	134
-1.0	121
-1.0	110
-1.0	135
-1.0	120
-1.0	120
-1.0	121
-1.0	123
-1.0	111
-1.0	115
-1.0	143
1667.8907	127
1667.6248	114
1667.3590	135
1667.0932	123
1666.8273	121
1666.5615	103
1666.2956	99
1666.0298	92
1665.7640	112
1665.4981	88
1665.2323	79
1664.9664	106
1664.7006	97
1664.4348	98
1664.1689	79
1663.9031	92
1663.6372	105
1663.3714	120
1662.0422	107
1660.7130	103
1659.3838	122
1658.0546	113
1656.7254	112
-1.0	119
-1.0	114
-1.0	109
-1.0	114
-1.0	120
-1.0	105
-1.0	129
-1.0	141
-1.0	106
-1.0	109
1667.8907	132
1667.6248	122
1667.3590	116
1667.0932	110
1666.8273	126
1666.5615	91
1666.2956	82
1666.0298	116
1665.7640	90
1665.4981	130
1665.2323	91
1664.9664	102
1664.7006	77
1664.4348	106
1664.1689	103
1663.9031	134
1663.6372	128
1663.3714	104
1662.0422	134
1660.7130	138
1659.3838	123
1658.0546	127
1656.7254	125
-1.0	110
-1.0	111
-1.0	123
-1.0	122
-1.0	126
-1.0	113
-1.0	111
-1.0	122
-1.0	119
-1.0	119
1667.8907	123
1667.6248	126
1667.3590	127
1667.0932	106
1666.8273	122
1666.5615	92
1666.2956	87
1666.0298	83
1665.7640	111
1665.4981	91
1665.2323	77
1664.9664	84
1664.7006	105
1664.4348	94
1664.1689	106
1663.9031	99
1663.6372	123
1663.3714	119
1662.0422	106
1660.7130	127
1659.3838	130
1658.0546	156
1656.7254	126
-1.0	128
-1.0	134
-1.0	101
-1.0	117
-1.0	106
-1.0	118
-1.0	108
-1.0	126
-1.0	118
-1.0	120
1667.8907	114
1667.6248	107
1667.3590	111
1667.0932	122
1666.8273	108
1666.5615	107
1666.2956	93
1666.0298	85
1665.7640	84
1665.4981	81
